state,StateName,WeekEndDate,Week,PositiveIncrease,PositivePercChange,DeathIncrease,DeathPercChange,TestIncrease,TestPercChange,HospIncrease,HospPercChange,PositiveCum,DeathCum,TestsCum,HospCum,Pos100k,Death100k,Tests100k,Hosp100k
UT,Utah,2020-08-30,35,2592,3,22,0,28197,2,158,13,51854,407,655507,3080,1617.4260549,12.6951133,20446.5248765,96.0711276
VA,Virginia,2020-08-30,35,6737,6,125,101,101816,-15,551,1,119747,2569,1568194,16089,1402.9258209,30.0977597,18372.5676201,188.4946891
VI,Virgin Islands,2020-08-30,35,158,-30,4,300,1514,-31,0,0,1129,14,16106,,,,,-999999.0000000
VT,Vermont,2020-08-30,35,52,18,0,0,11576,39,0,0,1616,58,133275,,258.9789243,9.2950356,21358.5495898,-999999.0000000
WA,Washington,2020-08-30,35,1703,-43,55,-42,47238,-43,210,-20,74320,1905,1461354,6740,975.9821970,25.0167665,19190.7358383,88.5107644
WI,Wisconsin,2020-08-30,35,5004,-3,38,-13,58956,-3,230,-14,80300,1130,1249602,5804,1379.1483081,19.4076910,21461.8491167,99.6833970
WV,West Virginia,2020-08-30,35,782,7,36,125,34399,-17,0,0,10110,213,431122,,564.1278310,11.8851858,24056.1739634,-999999.0000000
WY,Wyoming,2020-08-30,35,241,-23,0,-100,10401,115,12,0,3820,37,75293,215,660.0329325,6.3929891,13009.3873270,37.1484504
AK,Alaska,2020-09-06,36,532,-1,5,-16,39307,102,0,0,6656,42,387057,,909.8551695,5.7412736,52909.5270968,-999999.0000000
AL,Alabama,2020-09-06,36,7914,-15,123,-12,-716,-101,647,-15,132314,2276,972809,14914,2698.5316687,46.4188074,19840.3486713,304.1696367
AR,Arkansas,2020-09-06,36,4848,16,110,12,58441,20,314,34,65226,894,765411,4462,2161.3579316,29.6239842,25363.0014994,147.8548292
AS,American Samoa,2020-09-06,36,0,0,0,0,0,0,0,0,0,0,1514,,,,,-999999.0000000
AZ,Arizona,2020-09-06,36,4229,24,200,-20,60313,25,87,-46,205766,5221,1257221,21527,2826.9542558,71.7296743,17272.5632828,295.7526718
CA,California,2020-09-06,36,33400,-9,809,-4,806693,19,0,0,732144,13709,12047191,,1852.9557297,34.6955928,30489.7828705,-999999.0000000
CO,Colorado,2020-09-06,36,1882,-13,23,-17,55130,-17,180,31,58989,1866,1051084,7134,1024.3393689,32.4029440,18251.9914092,123.8813517
CT,Connecticut,2020-09-06,36,870,-10,3,-40,110152,4,95,2,53365,4468,1237658,11275,1496.7939467,125.3195044,34714.1197890,316.2438255
DC,Washington DC,2020-09-06,36,313,-19,6,500,22108,-5,0,0,14279,611,311510,,,,,-999999.0000000
DE,Delaware,2020-09-06,36,543,4,4,0,15748,21,0,0,18043,609,250783,,1852.9130262,62.5408210,25753.9814575,-999999.0000000
FL,Florida,2020-09-06,36,24864,16,714,-14,188596,8,1612,-19,646431,12001,4784770,40487,3009.7723983,55.8764641,22277.8126020,188.5068245
GA,Georgia,2020-09-06,36,13790,-11,401,-17,148550,-8,968,-19,283199,6037,2479568,25523,2667.3044862,56.8593716,23353.7648448,240.3878983
GU,Guam,2020-09-06,36,324,-44,5,66,3281,-44,0,0,1671,16,40741,,,,,-999999.0000000
HI,Hawaii,2020-09-06,36,1643,-6,22,69,42779,58,98,-33,9693,84,299571,592,684.5957827,5.9327397,21158.0566605,41.8116892
IA,Iowa,2020-09-06,36,5893,-2,53,-31,35932,4,0,0,68291,1165,652937,,2164.4844647,36.9246958,20694.8498765,-999999.0000000
ID,Idaho,2020-09-06,36,1812,-10,29,-40,14429,-3,112,-3,33477,384,264694,1466,1873.2950396,21.4877467,14811.6604600,82.0339495
IL,Illinois,2020-09-06,36,17040,27,168,25,399013,23,0,0,251508,8390,4420300,,1984.7818242,66.2098999,34882.9106724,-999999.0000000
IN,Indiana,2020-09-06,36,6527,-8,77,14,124871,1,479,-22,99804,3364,1649026,11365,1482.4829674,49.9686656,24494.5388734,168.8150668
KS,Kansas,2020-09-06,36,4172,0,38,58,24058,-34,137,15,45220,481,427205,2415,1552.1842136,16.5104070,14663.8844972,82.8952869
KY,Kentucky,2020-09-06,36,4887,-8,72,26,55253,-16,153,-22,52774,996,866842,4713,1181.2413308,22.2934848,19402.5390847,105.4911584
LA,Louisiana,2020-09-06,36,5425,3,131,-39,103465,14,0,0,153764,5093,1959244,,3307.6105330,109.5552954,42145.2101341,-999999.0000000
MA,Massachusetts,2020-09-06,36,-5834,-318,80,-30,320793,16,-11,-110,122562,9125,2704512,12350,1763.6081314,131.3043537,38916.6246852,177.7105499
MD,Maryland,2020-09-06,36,4313,14,50,-18,153106,7,299,-15,112119,3799,2064239,14573,1854.5308385,62.8382581,34144.0334255,241.0481534
ME,Maine,2020-09-06,36,178,3,2,0,36617,32,6,-45,4682,134,296854,424,348.3081538,9.9686657,22083.8677232,31.5426436
MI,Michigan,2020-09-06,36,6055,18,94,64,235128,4,0,0,117191,6806,2919002,,1173.4522683,68.1495690,29228.4349320,-999999.0000000
MN,Minnesota,2020-09-06,36,5623,4,40,-28,117085,13,265,-11,80587,1909,1594639,6719,1428.9407536,33.8497264,28275.5860666,119.1389793
MO,Missouri,2020-09-06,36,10012,26,143,101,88603,17,0,0,93434,1658,1368585,,1522.3640913,27.0145735,22298.9988640,-999999.0000000
MP,Northern Mariana Islands,2020-09-06,36,2,0,0,0,0,-100,0,0,58,2,13542,4,,,,
MS,Mississippi,2020-09-06,36,4449,-6,142,-25,28882,-17,26,-82,86888,2584,597809,5326,2919.4774858,86.8236100,20086.6623277,178.9560939
MT,Montana,2020-09-06,36,913,4,12,-14,15669,-56,48,-5,8264,117,262026,486,773.2195086,10.9470816,24516.4103303,45.4724929
NC,North Carolina,2020-09-06,36,10739,-6,206,27,192722,16,0,0,176901,2890,2442950,,1686.6855757,27.5550806,23292.6242772,-999999.0000000
ND,North Dakota,2020-09-06,36,1852,5,7,16,32966,-8,45,-13,13626,125,488286,598,1788.0434925,16.4028649,64074.3141634,78.4713055
NE,Nebraska,2020-09-06,36,2225,22,12,-25,20306,8,78,-14,35805,404,376828,2065,1850.9538836,20.8849426,19480.2751023,106.7510060
NH,New Hampshire,2020-09-06,36,178,15,0,-100,24199,5,3,-25,7447,433,350528,718,547.6899135,31.8450024,25779.5958112,52.8053388
NJ,New Jersey,2020-09-06,36,2427,16,49,22,157300,-1,173,0,194058,15988,3002307,22796,2184.7990192,180.0006530,33801.4273507,256.6484167
NM,New Mexico,2020-09-06,36,860,-9,27,-3,34767,-17,65,-26,26048,800,787811,3171,1242.2567601,38.1528489,37571.5425531,151.2283548
NV,Nevada,2020-09-06,36,2641,-22,86,-18,20483,-8,0,0,71610,1389,619482,,2324.8822462,45.0951186,20112.0332866,-999999.0000000
NY,New York,2020-09-06,36,5370,26,31,-16,613844,11,0,0,439501,25359,8796244,89995,2259.2316132,130.3565964,45216.6264058,462.6145311
OH,Ohio,2020-09-06,36,8445,17,130,-13,206784,-1,520,1,130558,4259,2404235,13841,1116.9208921,36.4356537,20568.1789017,118.4094584
OK,Oklahoma,2020-09-06,36,5834,22,53,-26,59375,14,311,-26,63607,853,923693,5105,1607.4669236,21.5568929,23343.4361788,129.0128232
OR,Oregon,2020-09-06,36,1563,-1,26,-29,31257,-3,53,-57,28044,481,585425,2161,664.9063230,11.4042198,13880.0736035,51.2360064
PA,Pennsylvania,2020-09-06,36,5791,31,89,-6,90764,-5,0,0,139316,7760,1738615,,1088.2371481,60.6155809,13580.8193555,-999999.0000000
PR,Puerto Rico,2020-09-06,36,1942,-34,36,-23,1942,-34,0,0,34533,477,340505,,,,,-999999.0000000
RI,Rhode Island,2020-09-06,36,627,-8,11,-8,55787,10,67,13,22519,1058,577163,2587,2125.7154077,99.8715263,54482.1831274,244.2038172
SC,South Carolina,2020-09-06,36,7040,18,179,-12,58304,148,368,12,124952,2887,1001225,8144,2426.8584349,56.0722542,19446.1180015,158.1754201
SD,South Dakota,2020-09-06,36,1947,7,6,-14,9401,5,62,12,15109,173,155101,1079,1707.8897067,19.5555576,17532.2921035,121.9678995
TN,Tennessee,2020-09-06,36,10082,-1,137,-15,133319,-21,525,24,164126,1865,2331199,7296,2401.8999077,27.2933193,34115.9028001,106.7732213
TX,Texas,2020-09-06,36,28785,-13,988,-14,282976,8,0,0,638310,13472,5282579,,2201.3816376,46.4617716,18218.3772930,-999999.0000000
UT,Utah,2020-09-06,36,2866,10,13,-40,33405,18,131,-17,54660,422,688735,3207,1704.9505951,13.1629922,21482.9701450,100.0325020
VA,Virginia,2020-09-06,36,6918,2,109,-12,96533,-5,676,22,126926,2678,1664475,16766,1487.0331845,31.3747764,19500.5716700,196.4262513
VI,Virgin Islands,2020-09-06,36,49,-68,2,-50,1379,-8,0,0,1181,17,17325,,,,,-999999.0000000
VT,Vermont,2020-09-06,36,42,-19,0,0,12908,11,0,0,1648,58,144063,,264.1072198,9.2950356,23087.4262207,-999999.0000000
WA,Washington,2020-09-06,36,3034,78,48,-12,110319,133,169,-19,76836,1953,1550477,6842,1009.0227138,25.6471102,20361.1134129,89.8502448
WI,Wisconsin,2020-09-06,36,5733,14,49,28,58271,-1,273,18,86353,1176,1308247,6070,1483.1082671,20.1977386,22469.0739302,104.2519331
WV,West Virginia,2020-09-06,36,1322,69,31,-13,27224,-20,0,0,11412,246,458378,,636.7781214,13.7265526,25577.0313484,-999999.0000000
WY,Wyoming,2020-09-06,36,222,-7,5,0,3061,-70,8,-33,4032,42,78344,219,696.6630325,7.2569066,13536.5497556,37.8395844
AK,Alaska,2020-09-13,37,564,6,2,-60,14627,-62,0,0,7193,44,401213,,983.2614535,6.0146676,54844.6096959,-999999.0000000
AL,Alabama,2020-09-13,37,5843,-26,75,-39,37049,-5274,613,-5,138755,2351,1010227,15527,2829.8952620,47.9484254,20603.4852856,316.6717144
AR,Arkansas,2020-09-13,37,4484,-7,87,-20,54943,-5,222,-29,70219,981,820899,4719,2326.8082145,32.5068551,27201.6767042,156.3708963
AS,American Samoa,2020-09-13,37,0,0,0,0,57,0,0,0,0,0,1571,,,,,-999999.0000000
AZ,Arizona,2020-09-13,37,2612,-38,108,-46,35843,-40,253,190,208512,5322,1296137,21773,2864.6806848,73.1172815,17807.2179479,299.1323883
CA,California,2020-09-13,37,23059,-30,608,-24,640644,-20,0,0,754923,14329,12690016,,1910.6062446,36.2647275,32116.6845004,-999999.0000000
CO,Colorado,2020-09-13,37,1837,-2,23,0,57233,3,83,-53,60907,1889,1111572,7223,1057.6452888,32.8023372,19302.3607958,125.4268298
CT,Connecticut,2020-09-13,37,961,10,12,300,93326,-15,82,-13,54326,4480,1330984,11357,1523.7482985,125.6560832,37331.7491691,318.5437806
DC,Washington DC,2020-09-13,37,314,0,5,-16,19573,-11,0,0,14592,616,330641,,,,,-999999.0000000
DE,Delaware,2020-09-13,37,834,53,5,25,10953,-30,0,0,18849,615,261296,,1935.6846217,63.1569867,26833.6065001,-999999.0000000
FL,Florida,2020-09-13,37,17704,-28,793,11,137873,-26,1314,-18,663994,12764,4923930,41769,3091.5454454,59.4289799,22925.7393365,194.4757960
GA,Georgia,2020-09-13,37,11357,-17,310,-22,123528,-16,826,-14,294314,6333,2602202,26369,2771.9909059,59.6472421,24508.7908808,248.3559335
GU,Guam,2020-09-13,37,220,-32,10,100,2622,-20,0,0,1891,26,43363,,,,,-999999.0000000
HI,Hawaii,2020-09-13,37,1120,-31,15,-31,40375,-5,39,-60,10722,97,336570,635,757.2718438,6.8509018,23771.2166072,44.8486869
IA,Iowa,2020-09-13,37,4064,-31,56,5,30379,-15,0,0,72490,1218,683445,,2297.5718447,38.6045318,21661.8014814,-999999.0000000
ID,Idaho,2020-09-13,37,1754,-3,30,3,9705,-32,108,-3,35167,415,274367,1596,1967.8635080,23.2224346,15352.9390369,89.3084471
IL,Illinois,2020-09-13,37,11899,-30,142,-15,317267,-20,0,0,263466,8541,4737961,,2079.1486875,67.4015203,37389.7405906,-999999.0000000
IN,Indiana,2020-09-13,37,5600,-14,75,-2,129371,3,392,-18,105804,3438,1778789,11749,1571.6066278,51.0678574,26422.0311312,174.5189810
KS,Kansas,2020-09-13,37,3166,-24,30,-21,21725,-9,122,-10,48386,511,448930,2537,1660.8577036,17.5401622,15409.5988280,87.0829578
KY,Kentucky,2020-09-13,37,3951,-19,64,-11,57500,4,173,13,56945,1060,924342,4886,1274.6008940,23.7259979,20689.5625530,109.3634203
LA,Louisiana,2020-09-13,37,4740,-12,167,27,105109,1,0,0,158390,5235,2066730,,3407.1202123,112.6098511,44457.3366770,-999999.0000000
MA,Massachusetts,2020-09-13,37,2344,-140,80,0,308261,-3,79,-818,124826,9210,3006158,12431,1796.1860006,132.5274628,43257.1652966,178.8761009
MD,Maryland,2020-09-13,37,3926,-8,40,-20,136425,-10,280,-6,116110,3838,2207458,14851,1920.5449180,63.4833468,36512.9811700,245.6464781
ME,Maine,2020-09-13,37,167,-6,1,-50,33028,-9,7,16,4863,136,330168,431,361.7732917,10.1174517,24562.1970344,32.0633948
MI,Michigan,2020-09-13,37,5867,-3,105,11,191608,-18,0,0,123058,6911,3110610,,1232.1994798,69.2009508,31147.0365501,-999999.0000000
MN,Minnesota,2020-09-13,37,3708,-34,55,37,107054,-8,223,-15,84311,1971,1707514,6931,1494.9734309,34.9490889,30277.0464456,122.8980898
MO,Missouri,2020-09-13,37,8932,-10,65,-54,96382,8,0,0,102747,1705,1475583,,1674.1051789,27.7803666,24042.3675846,-999999.0000000
MP,Northern Mariana Islands,2020-09-13,37,2,0,0,0,834,0,0,0,60,2,14376,4,,,,
MS,Mississippi,2020-09-13,37,3142,-29,116,-18,25140,-12,84,223,89874,2697,622793,5410,3019.8084841,90.6204629,20926.1364266,181.7785333
MT,Montana,2020-09-13,37,761,-16,17,41,17678,12,44,-8,9021,135,280124,525,844.0480624,12.6312480,26209.7460838,49.1215201
NC,North Carolina,2020-09-13,37,7925,-26,158,-23,170261,-11,0,0,184936,3052,2616108,,1763.2963275,29.0996907,24943.6217330,-999999.0000000
ND,North Dakota,2020-09-13,37,1824,-1,8,14,31596,-4,38,-15,15577,133,523570,643,2044.0594072,17.4526482,68704.3836328,84.3763368
NE,Nebraska,2020-09-13,37,2180,-2,30,150,21830,7,71,-8,38108,434,400684,2137,1970.0083953,22.4358046,20713.5206223,110.4730750
NH,New Hampshire,2020-09-13,37,228,28,3,0,23628,-2,4,33,7696,436,372948,721,566.0026285,32.0656375,27428.4756099,53.0259739
NJ,New Jersey,2020-09-13,37,2590,6,37,-24,176188,12,160,-7,196634,16026,3168530,22963,2213.8008757,180.4284754,35672.8464489,258.5285836
NM,New Mexico,2020-09-13,37,661,-23,24,-11,30006,-13,76,16,26661,821,817270,3263,1271.4913806,39.1543612,38976.4735226,155.6159324
NV,Nevada,2020-09-13,37,2118,-19,61,-29,24898,21,0,0,73537,1452,642075,,2387.4440126,47.1404695,20845.5350963,-999999.0000000
NY,New York,2020-09-13,37,4868,-9,34,9,535011,-12,0,0,444365,25390,9318293,89995,2284.2347476,130.5159503,47900.1916410,462.6145311
OH,Ohio,2020-09-13,37,6783,-19,155,19,189101,-8,476,-8,137405,4415,2593830,14314,1175.4968304,37.7702304,22190.1600636,122.4559632
OK,Oklahoma,2020-09-13,37,5472,-6,49,-7,65562,10,319,2,69354,905,989530,5451,1752.7042781,22.8710294,25007.2593405,137.7568853
OR,Oregon,2020-09-13,37,1300,-16,25,-3,29997,-4,74,39,29337,509,612620,2235,695.5625730,12.0680830,14524.8506486,52.9905018
PA,Pennsylvania,2020-09-13,37,5180,-10,77,-13,80099,-11,0,0,143881,7837,1807881,,1123.8956696,61.2170499,14121.8759054,-999999.0000000
PR,Puerto Rico,2020-09-13,37,2600,33,71,97,2600,33,0,0,37380,539,343352,,,,,-999999.0000000
RI,Rhode Island,2020-09-13,37,515,-17,14,27,57162,2,58,-13,23098,1075,633510,2644,2180.3709972,101.4762673,59801.1442747,249.5844193
SC,South Carolina,2020-09-13,37,5689,-19,163,-8,60945,4,269,-26,131864,3064,1071863,8426,2561.1055499,59.5100058,20818.0722410,163.6525159
SD,South Dakota,2020-09-13,37,1548,-20,10,66,8702,-7,84,35,16638,184,163956,1165,1880.7246634,20.7989745,18533.2427523,131.6891593
TN,Tennessee,2020-09-13,37,8529,-15,202,47,132410,0,403,-23,171824,2078,2456149,7710,2514.5561931,30.4104652,35944.4820226,112.8318992
TX,Texas,2020-09-13,37,22274,-22,735,-25,335693,18,0,0,659434,14190,5550139,,2274.2333644,48.9379854,19141.1290452,-999999.0000000
UT,Utah,2020-09-13,37,2975,3,13,0,28264,-15,123,-6,57875,433,716873,3326,1805.2326325,13.5061033,22360.6485175,103.7443410
VA,Virginia,2020-09-13,37,7213,4,45,-58,92000,-4,537,-20,133814,2724,1760096,17322,1567.7312651,31.9137009,20620.8433254,202.9402079
VI,Virgin Islands,2020-09-13,37,44,-10,3,50,1012,-26,0,0,1220,19,18343,,,,,-999999.0000000
VT,Vermont,2020-09-13,37,30,-28,0,0,6573,-49,0,0,1684,58,150673,,269.8765523,9.2950356,24146.7397662,-999999.0000000
WA,Washington,2020-09-13,37,3141,3,38,-20,97072,-12,200,18,79826,1991,1644585,7081,1048.2878748,26.1461323,21596.9548095,92.9888312
WI,Wisconsin,2020-09-13,37,7592,32,41,-16,54619,-6,261,-4,94679,1218,1365137,6332,1626.1068824,20.9190864,23446.1567104,108.7517694
WV,West Virginia,2020-09-13,37,1232,-6,22,-29,25395,-6,0,0,12699,266,483764,,708.5914269,14.8425324,26993.5446144,-999999.0000000
WY,Wyoming,2020-09-13,37,291,31,0,-100,8070,163,64,700,4346,42,86437,228,750.9170484,7.2569066,14934.8865417,39.3946358
AK,Alaska,2020-09-20,38,543,-3,1,-50,23221,58,0,0,7767,45,426925,,1061.7255261,6.1513646,58359.3627186,-999999.0000000
AL,Alabama,2020-09-20,38,6518,11,87,16,44876,21,700,14,144962,2437,1054017,16227,2956.4864471,49.7023873,21496.5782445,330.9481490
AR,Arkansas,2020-09-20,38,5450,21,204,134,46081,-16,285,28,75723,1181,883984,4967,2509.1912222,39.1341446,29292.0895015,164.5887353
AS,American Samoa,2020-09-20,38,0,0,0,0,0,-100,0,0,0,0,1571,,,,,-999999.0000000
AZ,Arizona,2020-09-20,38,5423,107,152,40,82082,129,109,-56,214018,5476,1379607,21876,2940.3258844,75.2330390,18953.9859841,300.5474729
CA,California,2020-09-20,38,23837,3,661,8,786919,22,0,0,778400,14987,13523158,,1970.0233014,37.9300350,34225.2522719,-999999.0000000
CO,Colorado,2020-09-20,38,3258,77,24,4,83844,46,139,67,64356,1913,1195379,7357,1117.5369039,33.2190953,20757.6627927,127.7537293
CT,Connecticut,2020-09-20,38,1201,24,12,0,91164,-2,90,9,55527,4492,1422148,11447,1557.4342262,125.9926620,39888.7382699,321.0681216
DC,Washington DC,2020-09-20,38,350,11,3,-40,23440,19,0,0,14955,620,355144,,,,,-999999.0000000
DE,Delaware,2020-09-20,38,723,-13,8,60,10126,-7,0,0,19566,621,271421,,2009.3164257,63.7731524,27873.3861593,-999999.0000000
FL,Florida,2020-09-20,38,19662,11,694,-12,166874,21,1171,-10,683754,13459,5095089,42939,3183.5476894,62.6648888,23722.6529033,199.9232973
GA,Georgia,2020-09-20,38,12116,6,312,0,151132,22,1011,22,306155,6602,2750822,27377,2883.5151430,62.1808136,25908.5655719,257.8497626
GU,Guam,2020-09-20,38,226,2,9,-10,2595,-1,0,0,2117,34,45958,,,,,-999999.0000000
HI,Hawaii,2020-09-20,38,783,-30,24,60,38181,-5,78,100,11485,120,376654,726,811.1608959,8.4753424,26602.2634814,51.2758215
IA,Iowa,2020-09-20,38,5352,31,47,-16,34885,14,0,0,77679,1265,718279,,2462.0372924,40.0941976,22765.8657336,-999999.0000000
ID,Idaho,2020-09-20,38,2009,14,26,-13,12249,26,132,22,37247,441,286830,1711,2084.2554692,24.6773341,16050.3395232,95.7435796
IL,Illinois,2020-09-20,38,13050,9,145,2,368269,16,0,0,276456,8686,5107351,,2181.6596052,68.5457915,40304.7912372,-999999.0000000
IN,Indiana,2020-09-20,38,6198,10,66,-12,142544,10,381,-2,111505,3506,1920887,12143,1656.2889591,52.0779256,28532.7467808,180.3714347
KS,Kansas,2020-09-20,38,3899,23,85,183,25819,18,134,9,52285,596,474749,2671,1794.6915437,20.4578017,16295.8404072,91.6825306
KY,Kentucky,2020-09-20,38,4691,18,51,-20,123653,115,140,-19,61542,1111,1047995,5026,1377.4956224,24.8675317,23457.2897345,112.4970426
LA,Louisiana,2020-09-20,38,4213,-11,138,-17,109233,3,0,0,162258,5366,2178999,,3490.3245874,115.4277862,46872.3501192,-999999.0000000
MA,Massachusetts,2020-09-20,38,2641,12,99,23,368569,19,111,40,127540,9310,3399512,12545,1835.2391531,133.9664146,48917.3398443,180.5165060
MD,Maryland,2020-09-20,38,4211,7,40,0,177442,30,323,15,120156,3879,2390269,15119,1987.4687380,64.1615170,39536.8097551,250.0793955
ME,Maine,2020-09-20,38,201,20,4,300,46184,39,8,14,5079,139,374138,439,377.8421856,10.3406308,27833.2584444,32.6585390
MI,Michigan,2020-09-20,38,5029,-14,58,-44,207859,8,0,0,128087,6969,3318469,,1282.5556629,69.7817141,33228.3620362,-999999.0000000
MN,Minnesota,2020-09-20,38,5133,38,57,3,131254,22,225,0,90017,2017,1838392,7163,1596.1502453,35.7647449,32597.7297810,127.0118334
MO,Missouri,2020-09-20,38,10382,16,89,36,114158,18,0,0,112844,1795,1583984,,1838.6203472,29.2467789,25808.5960438,-999999.0000000
MP,Northern Mariana Islands,2020-09-20,38,2,0,0,0,2,-99,0,0,68,2,14384,4,,,,
MS,Mississippi,2020-09-20,38,3467,10,124,6,80347,219,89,5,93364,2810,703163,5499,3137.0741183,94.4173158,23626.6060604,184.7689749
MT,Montana,2020-09-20,38,1238,62,23,35,22112,25,46,4,10299,157,302813,570,963.6238770,14.6896736,28332.6378350,53.3319361
NC,North Carolina,2020-09-20,38,8508,7,188,18,189888,11,0,0,193581,3243,2804818,,1845.7232036,30.9208050,26742.9017540,-999999.0000000
ND,North Dakota,2020-09-20,38,2456,34,9,12,41442,31,82,115,17958,142,562599,723,2356.5011771,18.6336545,73825.8829334,94.8741703
NE,Nebraska,2020-09-20,38,2546,16,8,-73,22641,3,63,-11,40797,442,423360,2194,2109.0173324,22.8493679,21885.7655676,113.4197129
NH,New Hampshire,2020-09-20,38,268,17,3,0,23475,0,4,0,7947,438,401689,725,584.4624336,32.2127276,29542.2336070,53.3201541
NJ,New Jersey,2020-09-20,38,2972,14,37,0,151142,-14,170,6,199762,16061,3352791,23130,2249.0174157,180.8225224,37747.3460937,260.4087505
NM,New Mexico,2020-09-20,38,787,19,23,-4,38913,29,73,-3,27512,847,857456,3335,1312.0764736,40.3943288,40892.9865049,159.0496888
NV,Nevada,2020-09-20,38,2199,3,79,29,22784,-8,0,0,75804,1531,665184,,2461.0441809,49.7052747,21595.7893042,-999999.0000000
NY,New York,2020-09-20,38,5398,10,41,20,576466,7,0,0,449900,25427,9922446,89995,2312.6871219,130.7061468,51005.8081397,462.6145311
OH,Ohio,2020-09-20,38,6979,2,201,29,221684,17,466,-2,144309,4615,2825297,14773,1234.5604024,39.4812261,24170.3552883,126.3826984
OK,Oklahoma,2020-09-20,38,7145,30,44,-10,82666,26,419,31,76807,946,1072504,5843,1941.0554184,23.9071755,27104.1662929,147.6634527
OR,Oregon,2020-09-20,38,1443,11,20,-20,23806,-20,121,63,30801,526,636069,2356,730.2731299,12.4711427,15080.8122934,55.8593388
PA,Pennsylvania,2020-09-20,38,6040,16,119,54,88320,10,0,0,150578,7981,1908910,,1176.2078533,62.3418752,14911.0423388,-999999.0000000
PR,Puerto Rico,2020-09-20,38,3901,50,70,-1,3901,50,0,0,41838,608,347810,,,,,-999999.0000000
RI,Rhode Island,2020-09-20,38,799,55,19,35,51763,-9,48,-17,23880,1094,688145,2693,2254.1890819,103.2698013,64958.4985666,254.2098491
SC,South Carolina,2020-09-20,38,7262,27,148,-9,68393,12,306,13,137708,3199,1132595,8738,2674.6096210,62.1320198,21997.6289225,169.7122816
SD,South Dakota,2020-09-20,38,2007,29,17,70,12612,44,116,38,18696,202,176353,1288,2113.3566719,22.8336568,19934.5736606,145.5928216
TN,Tennessee,2020-09-20,38,10548,23,152,-24,184353,39,437,8,183514,2218,2667126,8159,2685.6333528,32.4592934,39032.0223076,119.4027841
TX,Texas,2020-09-20,38,28479,27,705,-4,43535,-87,0,0,688534,14893,5593488,,2374.5924464,51.3624677,19290.6295898,-999999.0000000
UT,Utah,2020-09-20,38,5605,88,7,-46,39721,40,166,34,63772,440,758165,3494,1989.1714115,13.7244468,23648.6254655,108.9845843
VA,Virginia,2020-09-20,38,6715,-6,268,495,122646,33,537,0,140511,3015,1882028,17819,1646.1916376,35.3229839,22049.3680583,208.7629352
VI,Virgin Islands,2020-09-20,38,31,-29,0,-100,731,-27,0,0,1269,19,19312,,,,,-999999.0000000
VT,Vermont,2020-09-20,38,33,10,0,0,5139,-21,0,0,1715,58,155895,,274.8445886,9.2950356,24983.6134932,-999999.0000000
WA,Washington,2020-09-20,38,2126,-32,46,21,73508,-24,167,-16,82199,2037,1723040,7248,1079.4504926,26.7502117,22627.2384917,95.1819021
WI,Wisconsin,2020-09-20,38,12502,64,32,-21,73644,34,310,18,107292,1250,1439394,6653,1842.7344990,21.4686847,24721.5168089,114.2649277
WV,West Virginia,2020-09-20,38,1353,9,43,95,30610,20,0,0,14054,310,514304,,784.1990640,17.2976882,28697.6458962,-999999.0000000
WY,Wyoming,2020-09-20,38,483,65,7,0,5952,-26,-45,-170,4871,49,92431,243,841.6283807,8.4663910,15970.5507819,41.9863881
AK,Alaska,2020-09-27,39,641,18,7,600,20019,-13,0,0,8431,56,442869,,1152.4923279,7.6550315,60538.8595370,-999999.0000000
AL,Alabama,2020-09-27,39,7427,13,64,-26,56510,25,625,-10,152321,2501,1111239,16852,3106.5725646,51.0076613,22663.6155886,343.6949656
AR,Arkansas,2020-09-27,39,5595,2,112,-45,67460,46,239,-16,81242,1308,940627,5235,2692.0712765,43.3424735,31169.0373034,173.4693032
AS,American Samoa,2020-09-27,39,0,0,0,0,0,0,0,0,0,0,1571,,,,,-999999.0000000
AZ,Arizona,2020-09-27,39,3275,-39,155,1,65321,-20,123,12,217237,5623,1443323,22015,2984.5507113,77.2526257,19829.3600369,302.4571501
CA,California,2020-09-27,39,24102,1,620,-6,838844,6,0,0,802308,15587,14333498,,2030.5311599,39.4485524,36276.1113188,-999999.0000000
CO,Colorado,2020-09-27,39,4176,28,27,12,95784,14,132,-5,68510,1940,1295655,7520,1189.6707889,33.6879482,22498.9476857,130.5842115
CT,Connecticut,2020-09-27,39,1060,-11,9,-25,97003,6,113,25,56587,4501,1519151,11560,1587.1653530,126.2450961,42609.5010023,324.2375719
DC,Washington DC,2020-09-27,39,313,-10,5,66,27102,15,0,0,15250,624,381159,,,,,-999999.0000000
DE,Delaware,2020-09-27,39,707,-2,12,50,10688,5,0,0,20260,633,282024,,2080.5862611,65.0054839,28962.2536878,-999999.0000000
FL,Florida,2020-09-27,39,17449,-11,740,6,166453,0,1106,-5,700564,14202,5253441,44030,3261.8147806,66.1242849,24459.9372830,205.0029759
GA,Georgia,2020-09-27,39,8852,-26,315,0,136966,-9,815,-19,314685,6946,2886269,28179,2963.8547885,65.4207711,27184.2706088,265.4033846
GU,Guam,2020-09-27,39,237,4,9,0,2761,6,0,0,2354,43,48719,,,,,-999999.0000000
HI,Hawaii,2020-09-27,39,694,-11,7,-70,29594,-22,87,11,12197,131,401251,802,861.4479275,9.2522488,28339.4967907,56.6435384
