state,StateName,WeekEndDate,Week,PositiveIncrease,PositivePercChange,DeathIncrease,DeathPercChange,TestIncrease,TestPercChange,HospIncrease,HospPercChange,PositiveCum,DeathCum,TestsCum,HospCum,Pos100k,Death100k,Tests100k,Hosp100k
IA,Iowa,2020-09-27,39,5886,9,47,0,37123,6,0,0,83636,1314,754623,,2650.8445138,41.6472535,23917.7894627,-999999.0000000
ID,Idaho,2020-09-27,39,2798,39,20,-23,13515,10,94,-28,40296,460,301206,1811,2254.8704160,25.7405299,16854.7870391,101.3393469
IL,Illinois,2020-09-27,39,13761,5,160,10,371837,0,0,0,290419,8845,5481999,,2291.8489773,69.8005441,43261.3355255,-999999.0000000
IN,Indiana,2020-09-27,39,5790,-6,74,12,144516,1,430,12,117450,3580,2066481,12596,1744.5956526,53.1771174,30695.3918166,187.1002711
KS,Kansas,2020-09-27,39,4307,10,36,-57,28021,8,145,8,56592,632,502770,2816,1942.5300534,21.6935078,17257.6660120,96.6596804
KY,Kentucky,2020-09-27,39,4930,5,46,-9,226693,83,167,19,66491,1157,1274688,5193,1488.2691728,25.8971505,28531.3629713,116.2350065
LA,Louisiana,2020-09-27,39,3830,-9,104,-24,109079,0,0,0,166075,5465,2283149,,3572.4319038,117.5573708,49112.7161152,-999999.0000000
MA,Massachusetts,2020-09-27,39,2869,8,96,-3,442728,20,100,-9,130642,9404,3881846,12645,1879.8754386,135.3190293,55857.8937228,181.9554578
MD,Maryland,2020-09-27,39,3228,-23,49,22,164275,-7,263,-18,123403,3935,2555705,15398,2041.1765095,65.0877982,42273.2430430,254.6942610
ME,Maine,2020-09-27,39,225,11,1,-75,35232,-23,4,-50,5288,140,421196,445,393.3903283,10.4150238,31334.0455226,33.1048971
MI,Michigan,2020-09-27,39,6286,24,75,29,224588,8,0,0,134373,7044,3543057,,1345.4983885,70.5327011,35477.1976809,-999999.0000000
MN,Minnesota,2020-09-27,39,6938,35,41,-28,138941,5,319,41,96734,2060,1981100,7493,1715.2537612,36.5272060,35128.1785762,132.8632790
MO,Missouri,2020-09-27,39,10498,1,270,203,116507,2,0,0,123406,2063,1699319,,2010.7119790,33.6134289,27687.8034251,-999999.0000000
MP,Northern Mariana Islands,2020-09-27,39,7,250,0,0,467,23250,0,0,70,2,14846,4,,,,
MS,Mississippi,2020-09-27,39,3590,3,102,-17,27827,-65,108,21,96859,2919,730895,5607,3254.5077548,98.0797668,24558.4142461,188.3978255
MT,Montana,2020-09-27,39,1744,40,15,-34,28445,28,117,154,12107,173,330307,687,1132.7890357,16.1867104,30905.1084510,64.2790177
NC,North Carolina,2020-09-27,39,13842,62,205,9,176783,-6,0,0,207380,3441,2978728,,1977.2915625,32.8086617,28401.0692515,-999999.0000000
ND,North Dakota,2020-09-27,39,2773,12,14,55,37766,-8,93,13,20724,156,600067,815,2719.4637707,20.4707753,78742.5432576,106.9466789
NE,Nebraska,2020-09-27,39,2775,8,26,225,20650,-8,82,30,43596,469,445129,2279,2253.7127638,24.2451437,23011.1227828,117.8138221
NH,New Hampshire,2020-09-27,39,201,-25,1,-66,29425,25,9,125,8172,439,432396,736,601.0100676,32.2862726,31800.5811529,54.1291495
NJ,New Jersey,2020-09-27,39,3541,19,41,10,220191,45,204,20,203548,16105,3513266,23327,2291.6420387,181.3178957,39554.0514220,262.6266720
NM,New Mexico,2020-09-27,39,1137,44,24,4,42526,9,100,36,28692,870,899937,3435,1368.3519257,41.4912232,42918.9504724,163.8187950
NV,Nevada,2020-09-27,39,2936,33,54,-31,24992,9,0,0,78728,1585,688956,,2555.9744377,51.4584326,22367.5683959,-999999.0000000
NY,New York,2020-09-27,39,5722,6,25,-39,601325,4,0,0,455626,25456,10508186,89995,2342.1213216,130.8552198,54016.7735871,462.6145311
OH,Ohio,2020-09-27,39,6462,-7,128,-36,245292,10,435,-6,150809,4741,3071187,15216,1290.1677631,40.5591534,26273.9389688,130.1725539
OK,Oklahoma,2020-09-27,39,7706,7,61,38,87484,5,409,-2,83510,1004,1158985,6252,2110.4526670,25.3729431,29289.7016430,157.9996416
OR,Oregon,2020-09-27,39,1982,37,21,5,34761,46,140,15,32820,547,671490,2496,778.1424020,12.9690400,15920.6228364,59.1786543
PA,Pennsylvania,2020-09-27,39,5387,-10,147,23,89399,1,0,0,156150,8106,2001220,,1219.7323400,63.3182859,15632.1021679,-999999.0000000
PR,Puerto Rico,2020-09-27,39,4420,13,37,-47,4420,13,0,0,46304,644,352276,,,,,-999999.0000000
RI,Rhode Island,2020-09-27,39,486,-39,19,0,62109,19,38,-20,24398,1110,751148,2725,2303.0864833,104.7801458,70905.7630024,257.2305380
SC,South Carolina,2020-09-27,39,8033,10,135,-8,119532,74,320,4,145887,3326,1252538,9043,2833.4648225,64.5986551,24327.2009282,175.6360909
SD,South Dakota,2020-09-27,39,2689,33,18,5,10913,-13,166,43,21541,218,187504,1473,2434.9495116,24.6422633,21195.0593392,166.5048341
TN,Tennessee,2020-09-27,39,9452,-10,158,3,162792,-11,412,-5,192995,2377,2832536,8577,2824.3829295,34.7861770,41452.7128974,125.5199999
TX,Texas,2020-09-27,39,47370,66,637,-9,431637,891,0,0,735132,15522,6016907,,2535.2980308,53.5317413,20750.9025161,-999999.0000000
UT,Utah,2020-09-27,39,6695,19,8,14,53129,33,225,35,70615,453,811249,3729,2202.6177511,14.1299418,25304.4175875,116.3146866
VA,Virginia,2020-09-27,39,5753,-14,154,-42,126678,3,371,-30,146144,3159,2003129,18311,1712.1864529,37.0100518,23468.1570037,214.5270838
VI,Virgin Islands,2020-09-27,39,54,74,0,0,1018,39,0,0,1317,19,20160,,,,,-999999.0000000
VT,Vermont,2020-09-27,39,29,-12,0,0,5476,6,0,0,1742,58,160990,,279.1715880,9.2950356,25800.1342972,-999999.0000000
WA,Washington,2020-09-27,39,3624,70,63,36,96351,31,197,17,85830,2100,1820623,7431,1127.1333688,27.5775379,23908.7141474,97.5850875
WI,Wisconsin,2020-09-27,39,14674,17,42,31,82639,12,422,36,122478,1291,1521696,7095,2103.5532562,22.1728576,26135.0493625,121.8562546
WV,West Virginia,2020-09-27,39,1284,-5,24,-44,32805,7,0,0,15348,334,549723,,856.4029625,18.6368641,30673.9904706,-999999.0000000
WY,Wyoming,2020-09-27,39,685,41,1,-85,5531,-7,16,-135,5633,50,98039,262,973.2894003,8.6391745,16939.5205949,45.2692744
AK,Alaska,2020-10-04,40,872,36,6,-14,30387,51,0,0,9376,58,476818,,1281.6709840,7.9284255,65179.5856714,-999999.0000000
AL,Alabama,2020-10-04,40,6789,-8,57,-10,51113,-9,568,-9,159169,2558,1162518,17420,3246.2368848,52.1701710,23709.4460030,355.2792726
AR,Arkansas,2020-10-04,40,5770,3,122,8,130843,93,325,35,87013,1425,1072343,5550,2883.3017156,47.2194378,35533.6376364,183.9072842
AS,American Samoa,2020-10-04,40,0,0,0,0,45,0,0,0,0,0,1616,,,,,-999999.0000000
AZ,Arizona,2020-10-04,40,3573,9,83,-46,53918,-17,275,123,220754,5706,1496131,22294,3032.8696665,78.3929366,20554.8725139,306.2902432
CA,California,2020-10-04,40,21199,-12,542,-12,816158,-2,0,0,823729,16120,15160287,,2084.7447637,40.7975021,38368.6005214,-999999.0000000
CO,Colorado,2020-10-04,40,3972,-4,28,3,118733,23,174,31,72555,1968,1414336,7666,1259.9118973,34.1741660,24559.8339636,133.1194901
CT,Connecticut,2020-10-04,40,1710,61,12,33,157259,62,139,23,58297,4513,1676410,11699,1635.1278312,126.5816749,47020.3380541,328.1362763
DC,Washington DC,2020-10-04,40,258,-17,5,0,19570,-27,0,0,15519,631,399825,,,,,-999999.0000000
DE,Delaware,2020-10-04,40,969,37,12,0,12059,12,0,0,21243,645,294089,,2181.5347456,66.2378153,30201.2602643,-999999.0000000
FL,Florida,2020-10-04,40,15909,-8,613,-17,141452,-15,1187,7,716459,14845,5396874,45215,3335.8216464,69.1180826,25127.7590372,210.5203169
GA,Georgia,2020-10-04,40,8205,-7,220,-30,129026,-5,771,-5,322925,7162,3018618,28958,3041.4630744,67.4551631,28430.7971906,272.7403815
GU,Guam,2020-10-04,40,345,45,8,-11,3037,9,0,0,2699,52,51756,,,,,-999999.0000000
HI,Hawaii,2020-10-04,40,718,3,15,114,25865,-12,93,6,12921,153,427843,885,912.5824933,10.8060616,30217.6326674,62.5056502
IA,Iowa,2020-10-04,40,5526,-6,66,40,30411,-18,0,0,89096,1382,785567,,2823.8993113,43.8025147,24898.5600953,-999999.0000000
ID,Idaho,2020-10-04,40,3481,24,16,-20,15790,16,98,4,43702,480,316370,1900,2445.4622524,26.8596833,17703.3292018,106.3195799
IL,Illinois,2020-10-04,40,14012,1,191,19,406324,9,0,0,304280,9040,5889157,,2401.2334139,71.3393916,46474.4333115,-999999.0000000
IN,Indiana,2020-10-04,40,7510,29,92,24,153245,6,547,27,125146,3674,2220593,13148,1858.9116011,54.5733881,32984.5627422,195.2996479
KS,Kansas,2020-10-04,40,4519,4,66,83,28347,1,167,15,61111,698,531117,2983,2097.6454992,23.9589691,18230.6816224,102.3919838
KY,Kentucky,2020-10-04,40,5965,20,51,10,159836,-29,169,1,72617,1209,1434524,5362,1625.3875340,27.0610674,32108.9748511,120.0177363
LA,Louisiana,2020-10-04,40,3674,-4,101,-2,101384,-7,0,0,169719,5577,2383670,,3650.8178250,119.9665978,51275.0188544,-999999.0000000
MA,Massachusetts,2020-10-04,40,4253,48,116,20,485766,9,108,8,134947,9510,4334501,12749,1941.8223145,136.8443182,62371.3810901,183.4519677
MD,Maryland,2020-10-04,40,3847,19,32,-34,163208,0,288,9,127290,3958,2715230,15705,2105.4703524,65.4682352,44911.9040373,259.7722671
ME,Maine,2020-10-04,40,226,0,2,100,42889,21,11,175,5519,142,449341,454,410.5751176,10.5638099,33427.8372757,33.7744344
MI,Michigan,2020-10-04,40,6898,9,80,6,221217,-1,0,0,141271,7124,3764274,,1414.5691683,71.3337540,37692.2789622,-999999.0000000
MN,Minnesota,2020-10-04,40,7128,2,70,70,161323,16,403,26,103826,2133,2146411,7887,1841.0066472,37.8216167,38059.4159335,139.8495505
MO,Missouri,2020-10-04,40,9091,-13,106,-60,210669,80,0,0,132431,2173,1916747,,2157.7605473,35.4057107,31230.4600559,-999999.0000000
MP,Northern Mariana Islands,2020-10-04,40,4,-42,0,0,340,-27,0,0,73,2,15185,4,,,,
MS,Mississippi,2020-10-04,40,3490,-2,100,-1,8297,-70,368,240,100488,3013,739331,5975,3376.4438541,101.2382109,24841.8677963,200.7627978
MT,Montana,2020-10-04,40,2449,40,15,0,25498,-10,57,-51,14635,187,357413,744,1369.3208505,17.4966176,33441.2759245,69.6122113
NC,North Carolina,2020-10-04,40,10796,-22,189,-7,188463,6,0,0,217496,3634,3160968,,2073.7438792,34.6488453,30138.6602167,-999999.0000000
ND,North Dakota,2020-10-04,40,2754,0,35,150,37671,0,103,10,23550,191,638320,925,3090.2997394,25.0635775,83762.2135732,121.3812000
NE,Nebraska,2020-10-04,40,3815,37,25,-3,29323,42,103,25,47403,497,473353,2388,2450.5171608,25.6926150,24470.1738206,123.4486210
NH,New Hampshire,2020-10-04,40,476,136,3,200,38458,30,9,0,8645,443,465878,743,635.7968715,32.5804528,34263.0161851,54.6439648
NJ,New Jersey,2020-10-04,40,4726,33,36,-12,160506,-27,187,-8,208202,16136,3734094,23560,2344.0390264,181.6669087,42040.2400759,265.2498990
NM,New Mexico,2020-10-04,40,1513,33,22,-8,41912,-1,114,14,30296,890,941512,3549,1444.8483877,42.4450444,44901.7063385,169.2555759
NV,Nevada,2020-10-04,40,3353,14,38,-29,24532,-1,0,0,82100,1623,713389,,2665.4494123,52.6921364,23160.8074396,-999999.0000000
NY,New York,2020-10-04,40,8600,50,55,120,686875,14,0,0,464582,25519,11220620,89995,2388.1591653,131.1790679,57679.0028314,462.6145311
OH,Ohio,2020-10-04,40,7957,23,185,44,284788,16,550,26,158907,4925,3356675,15767,1359.4459796,42.1332695,28716.2826907,134.8863471
OK,Oklahoma,2020-10-04,40,7238,-6,47,-22,88837,1,318,-22,91317,1052,1248391,6570,2307.7500442,26.5859922,31549.1571710,166.0360917
OR,Oregon,2020-10-04,40,1930,-2,25,19,33232,-4,122,-12,34770,572,705436,2618,824.3757257,13.5617750,16725.4620191,62.0712007
PA,Pennsylvania,2020-10-04,40,6052,12,96,-34,80731,-9,0,0,163535,8216,2095170,,1277.4186886,64.1775274,16365.9725063,-999999.0000000
PR,Puerto Rico,2020-10-04,40,4962,12,39,5,4962,12,0,0,50675,686,356647,,,,,-999999.0000000
RI,Rhode Island,2020-10-04,40,961,97,9,-52,67988,9,103,171,25369,1120,818752,2835,2394.7455117,105.7241110,77287.3458623,267.6141561
SC,South Carolina,2020-10-04,40,5618,-30,119,-11,96961,-18,188,-41,151582,3453,1378086,9259,2944.0749671,67.0652905,26765.6350693,179.8313132
SD,South Dakota,2020-10-04,40,2853,6,30,66,11885,8,181,9,24418,248,199775,1632,2760.1595643,28.0334004,22582.1474715,184.4778610
TN,Tennessee,2020-10-04,40,8704,-7,186,17,147083,-9,331,-19,201210,2577,2970388,8883,2944.6052449,37.7130745,43470.1062786,129.9981531
TX,Texas,2020-10-04,40,29572,-37,507,-20,478126,10,0,0,765894,16025,6537885,,2641.3889614,55.2664704,22547.6335760,-999999.0000000
UT,Utah,2020-10-04,40,6678,0,28,250,47601,-10,254,12,77618,478,860894,3980,2421.0547986,14.9097399,26852.9406811,124.1438597
VA,Virginia,2020-10-04,40,5395,-6,126,-18,120534,-4,537,44,151870,3273,2113878,18725,1779.2708329,38.3456472,24765.6645132,219.3774040
VI,Virgin Islands,2020-10-04,40,30,-44,1,0,1039,2,0,0,1327,20,21239,,,,,-999999.0000000
VT,Vermont,2020-10-04,40,39,34,0,0,5510,0,0,0,1785,58,166520,,286.0627351,9.2950356,26686.3678687,-999999.0000000
WA,Washington,2020-10-04,40,3584,-1,43,-31,104738,8,174,-11,89419,2142,1922956,7611,1174.2646942,28.1290886,25252.5675673,99.9488765
WI,Wisconsin,2020-10-04,40,17771,21,92,119,81122,-1,547,29,139928,1388,1605641,7646,2403.2560953,23.8388275,27576.8003553,131.3196509
WV,West Virginia,2020-10-04,40,1310,2,25,4,40414,23,0,0,16628,358,590079,,927.8256750,19.9760399,32925.8146793,-999999.0000000
WY,Wyoming,2020-10-04,40,900,31,3,200,5558,0,23,43,6504,53,103568,282,1123.7838202,9.1575250,17894.8405122,48.7249442
AK,Alaska,2020-10-11,41,1241,42,2,-66,25997,-14,0,0,10686,60,502997,,1460.7440417,8.2018194,68758.1761888,-999999.0000000
AL,Alabama,2020-10-11,41,6146,-9,106,85,48275,-5,759,33,165342,2664,1210007,18179,3372.1346431,54.3320311,24677.9797213,370.7590066
AR,Arkansas,2020-10-11,41,5695,-1,145,18,72978,-44,373,14,92833,1569,1146654,5910,3076.1558407,51.9910863,37996.0401945,195.8364054
AS,American Samoa,2020-10-11,41,0,0,0,0,0,-100,0,0,0,0,1616,,,,,-999999.0000000
AZ,Arizona,2020-10-11,41,4579,28,54,-34,67870,25,-2051,-845,225575,5759,1566165,20253,3099.1038668,79.1210869,21517.0475786,278.2495871
CA,California,2020-10-11,41,23340,10,426,-21,879557,7,0,0,846579,16564,16047004,,2142.5749698,41.9212050,40612.7592467,-999999.0000000
CO,Colorado,2020-10-11,41,4721,18,30,7,122108,2,202,16,77642,1998,1541162,7879,1348.2472543,34.6951136,26762.1575290,136.8182184
CT,Connecticut,2020-10-11,41,1741,1,17,41,120129,-23,146,5,60038,4530,1796539,11845,1683.9598046,127.0584949,50389.7442198,332.2313183
DC,Washington DC,2020-10-11,41,445,72,7,40,31550,61,0,0,15984,637,436167,,,,,-999999.0000000
DE,Delaware,2020-10-11,41,873,-9,8,-33,15187,25,0,0,22130,654,310570,,2272.6245784,67.1620639,31893.7648137,-999999.0000000
FL,Florida,2020-10-11,41,14330,-9,569,-7,141703,0,1050,-11,734491,15552,5550531,46450,3419.7783500,72.4098633,25843.1835719,216.2704572
GA,Georgia,2020-10-11,41,8191,0,259,17,131178,1,687,-10,331409,7416,3151039,29635,3121.3694698,69.8474573,29678.0019031,279.1166934
GU,Guam,2020-10-11,41,357,3,8,0,3060,0,0,0,3078,60,54971,,,,,-999999.0000000
HI,Hawaii,2020-10-11,41,710,-1,24,60,24949,-3,31,-66,13569,168,454713,929,958.3493423,11.8654794,32115.4030873,65.6132758
IA,Iowa,2020-10-11,41,5801,4,78,18,32769,7,0,0,95346,1460,819460,,3021.9931729,46.2747261,25972.7993357,-999999.0000000
ID,Idaho,2020-10-11,41,3850,10,32,100,16520,4,120,22,47701,507,333839,2031,2669.2369891,28.3705405,18680.8538022,113.6500351
IL,Illinois,2020-10-11,41,16634,18,198,3,409172,0,0,0,322188,9230,6310720,,2542.5548546,72.8387814,49801.2085240,-999999.0000000
IN,Indiana,2020-10-11,41,9352,24,113,22,166109,8,688,25,134981,3789,2387385,13860,2005.0001344,56.2815916,35462.0816702,205.8756556
KS,Kansas,2020-10-11,41,4696,3,65,-1,29072,2,202,20,65807,763,560189,3185,2258.8365003,26.1901052,19228.5829814,109.3256683
KY,Kentucky,2020-10-11,41,7444,24,44,-13,101651,-36,732,333,80292,1252,1536175,6094,1797.1771882,28.0235371,34384.2308960,136.4021046
LA,Louisiana,2020-10-11,41,4580,24,90,-10,92638,-8,0,0,174587,5655,2488868,,3755.5331555,121.6444523,53537.9283315,-999999.0000000
MA,Massachusetts,2020-10-11,41,4037,-5,80,-31,404972,-16,116,7,138903,9604,4748004,12871,1998.7472485,138.1969329,68321.4900404,185.2074889
MD,Maryland,2020-10-11,41,3976,3,38,18,174217,6,336,16,131357,3999,2892265,16058,2172.7415278,66.1464054,47840.1933281,265.6111471
ME,Maine,2020-10-11,41,210,-7,1,-50,41774,-2,8,-27,5723,143,491109,463,425.7512952,10.6382029,36535.0852395,34.4439716
MI,Michigan,2020-10-11,41,8193,18,95,18,246035,11,0,0,149464,7219,4010309,,1496.6069906,72.2850042,40155.8668558,-999999.0000000
MN,Minnesota,2020-10-11,41,8041,12,58,-17,172624,7,456,13,112268,2194,2318810,8354,1990.6972654,38.9032476,41116.3352502,148.1302326
MO,Missouri,2020-10-11,41,13125,44,253,138,177521,-15,0,0,144230,2422,2075699,,2350.0072017,39.4627847,33820.3397254,-999999.0000000
MP,Northern Mariana Islands,2020-10-11,41,4,0,0,0,13,-96,0,0,77,2,15198,4,,,,
MS,Mississippi,2020-10-11,41,4471,28,85,-15,70283,747,78,-78,104932,3101,809587,6053,3525.7643351,104.1950521,27202.5022941,203.3836344
MT,Montana,2020-10-11,41,3761,53,23,53,33866,32,144,152,18702,210,390258,892,1749.8488928,19.6486080,36514.4117862,83.4598018
NC,North Carolina,2020-10-11,41,12866,19,136,-28,214549,13,0,0,231471,3770,3388250,,2206.9903330,35.9455550,32305.7099848,-999999.0000000
ND,North Dakota,2020-10-11,41,3494,26,43,22,45898,21,150,45,27265,234,685711,1076,3577.7928830,30.7061630,89980.9989213,141.1958607
NE,Nebraska,2020-10-11,41,4167,9,26,4,34464,17,120,16,51887,519,508921,2526,2682.3193452,26.8299139,26308.8758938,130.5825865
NH,New Hampshire,2020-10-11,41,495,3,13,333,32060,-16,7,-22,9092,455,493109,750,668.6715045,33.4629932,36265.7211716,55.1587801
NJ,New Jersey,2020-10-11,41,5301,12,36,0,240947,50,357,90,213628,16174,3914772,23894,2405.1275643,182.0947311,44074.4005701,269.0102328
NM,New Mexico,2020-10-11,41,2241,48,15,-31,44652,6,144,26,32722,907,989652,3704,1560.5469020,43.2557924,47197.5540209,176.6476904
NV,Nevada,2020-10-11,41,3691,10,39,2,24733,0,0,0,85779,1661,738304,,2784.8914146,53.9258401,23969.6950414,-999999.0000000
NY,New York,2020-10-11,41,9783,13,64,16,811028,18,0,0,474286,25574,12039573,89995,2438.0420634,131.4617925,61888.7873536,462.6145311
OH,Ohio,2020-10-11,41,9492,19,72,-61,265082,-6,620,12,168749,4999,3623321,16399,1443.6440787,42.7663379,30997.4335064,140.2930936
OK,Oklahoma,2020-10-11,41,7873,8,44,-6,91317,2,648,103,99387,1098,1339905,7238,2511.6939194,27.7484975,33861.8857707,182.9176913
OR,Oregon,2020-10-11,41,2424,25,28,12,34695,4,123,0,37262,599,741233,2741,883.4595424,14.2019287,17574.1872952,64.9874565
PA,Pennsylvania,2020-10-11,41,9766,61,145,51,124235,53,0,0,172216,8350,2205861,,1345.2284641,65.2242398,17230.6115870,-999999.0000000
PR,Puerto Rico,2020-10-11,41,2989,-39,47,20,2989,-39,0,0,53671,730,359643,,,,,-999999.0000000
RI,Rhode Island,2020-10-11,41,1335,38,13,44,72799,7,106,2,26750,1134,896450,2950,2525.1071165,107.0456624,84621.7672729,278.4697568
SC,South Carolina,2020-10-11,41,5730,1,109,-8,130553,34,345,83,157406,3552,1484658,9578,3057.1905917,68.9881007,28835.5111587,186.0270351
SD,South Dakota,2020-10-11,41,3961,38,38,26,18466,55,214,18,28564,286,218111,1866,3228.8147184,32.3288408,24654.8104976,210.9287307
TN,Tennessee,2020-10-11,41,13054,49,198,6,204270,38,321,-3,214717,2767,3172361,9215,3142.2732686,40.4936271,46425.8776375,134.8568030
TX,Texas,2020-10-11,41,27050,-8,534,5,357692,-25,0,0,792478,16557,6887551,,2733.0709489,57.1012138,23753.5496852,-999999.0000000
UT,Utah,2020-10-11,41,8419,26,34,21,60214,26,319,25,85844,517,918571,4306,2677.6395698,16.1262250,28651.9973125,134.3124270
VA,Virginia,2020-10-11,41,7102,31,84,-33,124326,3,674,25,158716,3358,2256820,19416,1859.4768520,39.3414859,26440.3371371,227.4729867
VI,Virgin Islands,2020-10-11,41,-2,-106,0,-100,747,-28,0,0,1325,20,21945,,,,,-999999.0000000
VT,Vermont,2020-10-11,41,79,102,0,0,5393,-2,0,0,1868,58,172826,,299.3642516,9.2950356,27696.9626067,-999999.0000000
WA,Washington,2020-10-11,41,3750,4,47,9,132187,26,176,1,93035,2190,2061438,7786,1221.7505880,28.7594323,27071.1354710,102.2470047
WI,Wisconsin,2020-10-11,41,17600,0,85,-7,91143,12,731,33,158315,1475,1696192,8398,2719.0518604,25.3330480,29132.0090533,144.2352116
WV,West Virginia,2020-10-11,41,1445,10,24,-4,45301,12,0,0,18128,382,633942,,1011.5241663,21.3152158,35373.3259604,-999999.0000000
WY,Wyoming,2020-10-11,41,1090,21,1,-66,7202,29,42,82,7611,54,110787,323,1315.0551439,9.3303085,19142.1645279,55.8090673
AK,Alaska,2020-10-18,42,1364,9,7,250,31247,20,0,0,12016,67,532711,,1642.5510392,9.1586984,72819.9905679,-999999.0000000
AL,Alabama,2020-10-18,42,7136,16,124,16,44475,-7,676,-10,172626,2788,1253896,18855,3520.6911426,56.8609995,25573.0917761,384.5459635
AR,Arkansas,2020-10-18,42,6202,8,132,-8,69926,-4,378,1,99066,1704,1215944,6315,3282.6953186,56.4645067,40292.0646492,209.2566666
AS,American Samoa,2020-10-18,42,0,0,0,0,0,0,0,0,0,0,1616,,,,,-999999.0000000
AZ,Arizona,2020-10-18,42,5429,18,65,20,64688,-4,389,-118,231149,5827,1631023,20640,3175.6832969,80.0553174,22408.1112097,283.5664582
CA,California,2020-10-18,42,21679,-7,399,-6,878266,0,0,0,867317,16943,16892062,,2195.0599945,42.8804018,42751.4847747,-999999.0000000
CO,Colorado,2020-10-18,42,6611,40,44,46,128103,4,314,55,84369,2042,1668053,8217,1465.0610828,35.4591702,28965.6098144,142.6875620
CT,Connecticut,2020-10-18,42,2792,60,12,-29,171094,42,198,35,62830,4542,1967633,12043,1762.2704708,127.3950737,55188.6285732,337.7848684
DC,Washington DC,2020-10-18,42,416,-6,5,-28,33869,7,0,0,16370,641,466805,,,,,-999999.0000000
DE,Delaware,2020-10-18,42,944,8,11,37,16824,10,0,0,23093,665,327296,,2371.5191771,68.2917011,33611.4294634,-999999.0000000
FL,Florida,2020-10-18,42,23560,64,746,31,185938,31,1312,24,755020,16168,5722392,47592,3515.3610457,75.2779494,26643.3656395,221.5875909
GA,Georgia,2020-10-18,42,9115,11,214,-17,148109,12,739,7,340558,7638,3298458,30376,3207.5391552,71.9383602,31066.4649981,286.0957880
GU,Guam,2020-10-18,42,561,57,5,-37,3864,26,0,0,3675,66,58968,,,,,-999999.0000000
HI,Hawaii,2020-10-18,42,549,-22,19,-20,21874,-12,77,148,14143,186,473581,1001,998.8897301,13.1367807,33448.0094246,70.6984812
IA,Iowa,2020-10-18,42,6832,17,72,-7,13806,-57,0,0,101960,1528,832536,,3231.6240210,48.4299873,26387.2433892,-999999.0000000
ID,Idaho,2020-10-18,42,4616,19,17,-46,17556,6,161,34,52582,529,350312,2193,2942.3663941,29.6016093,19602.6445597,122.7151782
IL,Illinois,2020-10-18,42,23929,43,231,16,453171,10,0,0,347635,9474,6779140,,2743.3705069,74.7643137,53497.7569522,-999999.0000000
